"Vital Statistics
Frequency of Baby Names
From:  Jan 1, 2021  To:  Dec 31, 2022",,,,
Ranking by Gender & Year,First Name,Frequency,Gender,Year
710,Vardaan ,5,Boy,2021
710,Viktor ,5,Boy,2021
710,Wes ,5,Boy,2021
710,West ,5,Boy,2021
710,Westin ,5,Boy,2021
710,Wolfgang ,5,Boy,2021
710,Yuvaan,5,Boy,2021
710,Zack ,5,Boy,2021
710,Zaiden,5,Boy,2021
710,Zayan,5,Boy,2021
710,Zeppelin ,5,Boy,2021
710,Zoravar ,5,Boy,2021
848,Aariv,4,Boy,2021
848,Aariz,4,Boy,2021
848,Abir ,4,Boy,2021
848,Abram,4,Boy,2021
848,Adil ,4,Boy,2021
848,Alan ,4,Boy,2021
848,Alessio ,4,Boy,2021
848,Alonzo ,4,Boy,2021
848,Alpha,4,Boy,2021
848,Andreas ,4,Boy,2021
848,Anson ,4,Boy,2021
848,Arham ,4,Boy,2021
848,Arian,4,Boy,2021
848,Ariz ,4,Boy,2021
848,Aspen ,4,Boy,2021
848,Axle ,4,Boy,2021
848,Ayub,4,Boy,2021
848,Azlan ,4,Boy,2021
848,Bobby ,4,Boy,2021
848,Bowden ,4,Boy,2021
848,Branson ,4,Boy,2021
848,Bryer ,4,Boy,2021
848,Burke ,4,Boy,2021
848,Caius ,4,Boy,2021
848,Calix ,4,Boy,2021
848,Cavan ,4,Boy,2021
848,Cayde ,4,Boy,2021
848,Colten ,4,Boy,2021
848,Conor ,4,Boy,2021
848,Corny,4,Boy,2021
848,Crosby ,4,Boy,2021
848,Cullen ,4,Boy,2021
848,Dash ,4,Boy,2021
848,Daxtyn ,4,Boy,2021
848,Deegan ,4,Boy,2021
848,Devin ,4,Boy,2021
848,Devon ,4,Boy,2021
848,Drake ,4,Boy,2021
848,Dustin ,4,Boy,2021
848,Edwin ,4,Boy,2021
848,Emil ,4,Boy,2021
848,Emiliano ,4,Boy,2021
848,Faris,4,Boy,2021
848,Filip,4,Boy,2021
848,Finlay ,4,Boy,2021
848,Foster ,4,Boy,2021
848,Franklin ,4,Boy,2021
848,Gianni,4,Boy,2021
848,Gio ,4,Boy,2021
848,Graeson ,4,Boy,2021
848,Grayden ,4,Boy,2021
848,Graysen ,4,Boy,2021
848,Guntaj,4,Boy,2021
848,Hardy ,4,Boy,2021
848,Hazen ,4,Boy,2021
848,Hendrick ,4,Boy,2021
848,Houston ,4,Boy,2021
848,Hussain,4,Boy,2021
848,Ihsan ,4,Boy,2021
848,Ira ,4,Boy,2021
848,Ishaan,4,Boy,2021
848,Issa,4,Boy,2021
848,Iverson ,4,Boy,2021
848,Jagger ,4,Boy,2021
848,Jaiveer ,4,Boy,2021
848,Jalen ,4,Boy,2021
848,Jamal,4,Boy,2021
848,Jase ,4,Boy,2021
848,Jayson,4,Boy,2021
848,Jet ,4,Boy,2021
848,Jethro,4,Boy,2021
848,Jimmy ,4,Boy,2021
848,Jiraiya ,4,Boy,2021
848,Jiro ,4,Boy,2021
848,Johnathan ,4,Boy,2021
848,Johnny,4,Boy,2021
848,Joud,4,Boy,2021
848,Julien ,4,Boy,2021
848,Justice ,4,Boy,2021
848,Karl ,4,Boy,2021
848,Kase ,4,Boy,2021
848,Kelvin ,4,Boy,2021
848,Kipton ,4,Boy,2021
848,Klay ,4,Boy,2021
848,Kye ,4,Boy,2021
848,Kyro ,4,Boy,2021
848,Kyson ,4,Boy,2021
848,Laith ,4,Boy,2021
848,Layth ,4,Boy,2021
848,Lee,4,Boy,2021
848,Léo ,4,Boy,2021
848,Linkin ,4,Boy,2021
848,Lloyd,4,Boy,2021
848,Loki ,4,Boy,2021
848,Lucius ,4,Boy,2021
848,Luqman,4,Boy,2021
848,Mack ,4,Boy,2021
848,Majd,4,Boy,2021
848,Manraj ,4,Boy,2021
848,Mario ,4,Boy,2021
848,Marius ,4,Boy,2021
848,Matvei,4,Boy,2021
848,Maximiliano ,4,Boy,2021
848,Maxton ,4,Boy,2021
848,Morgan,4,Boy,2021
848,Murphy ,4,Boy,2021
848,Nahom ,4,Boy,2021
848,Nehemiah ,4,Boy,2021
848,Nelson ,4,Boy,2021
848,Nikolas ,4,Boy,2021
848,Nivaan,4,Boy,2021
848,Noa ,4,Boy,2021
848,Nova ,4,Boy,2021
848,Octavius,4,Boy,2021
848,Omer,4,Boy,2021
848,Orion ,4,Boy,2021
848,Orrin ,4,Boy,2021
848,Pascal ,4,Boy,2021
848,Percival ,4,Boy,2021
848,Petrus ,4,Boy,2021
848,Psalm ,4,Boy,2021
848,Rafe ,4,Boy,2021
848,Randy,4,Boy,2021
848,Reeve ,4,Boy,2021
848,Rehaan ,4,Boy,2021
848,Ricardo ,4,Boy,2021
848,Ridge ,4,Boy,2021
848,Ridley ,4,Boy,2021
848,Ripp ,4,Boy,2021
848,Rishi ,4,Boy,2021
848,Rome ,4,Boy,2021
848,Romeo ,4,Boy,2021
848,Ronald ,4,Boy,2021
848,Rudransh ,4,Boy,2021
848,Ryden ,4,Boy,2021
848,Ryland ,4,Boy,2021
848,Rylen ,4,Boy,2021
848,Saint ,4,Boy,2021
848,Samarth ,4,Boy,2021
848,Santino ,4,Boy,2021
848,Shehbaaz ,4,Boy,2021
848,Shepard ,4,Boy,2021
848,Simeon,4,Boy,2021
848,Teo,4,Boy,2021
848,Thatcher ,4,Boy,2021
848,Timber ,4,Boy,2021
848,Trace ,4,Boy,2021
848,Trevor,4,Boy,2021
848,Vance ,4,Boy,2021
848,Ved,4,Boy,2021
848,Viaan ,4,Boy,2021
848,Vihaan,4,Boy,2021
848,Vince ,4,Boy,2021
848,Von ,4,Boy,2021
848,Wallace ,4,Boy,2021
848,Wayne,4,Boy,2021
848,Wesson ,4,Boy,2021
848,Westley ,4,Boy,2021
848,Wilhelm ,4,Boy,2021
848,Wilson ,4,Boy,2021
848,Wren ,4,Boy,2021
848,Yanis,4,Boy,2021
848,Yaqub,4,Boy,2021
848,Yash ,4,Boy,2021
848,Yasin ,4,Boy,2021
848,Yassin ,4,Boy,2021
848,Yoel ,4,Boy,2021
848,Yonatan ,4,Boy,2021
848,Younis ,4,Boy,2021
848,Yug ,4,Boy,2021
848,Zavian ,4,Boy,2021
848,Zavier ,4,Boy,2021
1020,Aahil ,3,Boy,2021
1020,Aayan ,3,Boy,2021
1020,Aayansh,3,Boy,2021
1020,Abanoub ,3,Boy,2021
1020,Abdelrahman,3,Boy,2021
1020,Abubakr ,3,Boy,2021
1020,Adiel ,3,Boy,2021
1020,Adin ,3,Boy,2021
1020,Adithya,3,Boy,2021
1020,Adonay ,3,Boy,2021
1020,Adyan ,3,Boy,2021
1020,Aeden ,3,Boy,2021
1020,Agambir ,3,Boy,2021
1020,Ahad,3,Boy,2021
1020,Aizen ,3,Boy,2021
1020,Aj ,3,Boy,2021
1020,Akil ,3,Boy,2021
1020,Aksel ,3,Boy,2021
1020,Alasdair ,3,Boy,2021
1020,Alejandro,3,Boy,2021
1020,Alvin ,3,Boy,2021
1020,Amani ,3,Boy,2021
1020,Amar,3,Boy,2021
1020,Amnen ,3,Boy,2021
1020,Anakin ,3,Boy,2021
1020,Ander ,3,Boy,2021
1020,Anton ,3,Boy,2021
1020,Archibald ,3,Boy,2021
1020,Arhan,3,Boy,2021
1020,Aries ,3,Boy,2021
1020,Aris ,3,Boy,2021
1020,Arkyn ,3,Boy,2021
1020,Aron,3,Boy,2021
1020,Ashwin,3,Boy,2021
1020,Auston ,3,Boy,2021
1020,Avash,3,Boy,2021
1020,Aviel ,3,Boy,2021
1020,Avir,3,Boy,2021
1020,Avitaj,3,Boy,2021
1020,Avraj ,3,Boy,2021
1020,Ayansh,3,Boy,2021
1020,Ayham,3,Boy,2021
1020,Ayrton ,3,Boy,2021
1020,Azaad ,3,Boy,2021
1020,Aziz ,3,Boy,2021
1020,Azlaan ,3,Boy,2021
1020,Azrael ,3,Boy,2021
1020,Bear ,3,Boy,2021
1020,Benji ,3,Boy,2021
1020,Bennet ,3,Boy,2021
1020,Bereket ,3,Boy,2021
1020,Bernard ,3,Boy,2021
1020,Bishop ,3,Boy,2021
1020,Blaise ,3,Boy,2021
1020,Bode ,3,Boy,2021
1020,Bohdi ,3,Boy,2021
1020,Boone ,3,Boy,2021
1020,Braden ,3,Boy,2021
1020,Braiden ,3,Boy,2021
1020,Bram ,3,Boy,2021
1020,Brecken ,3,Boy,2021
1020,Brendan ,3,Boy,2021
1020,Brier ,3,Boy,2021
1020,Bruin ,3,Boy,2021
1020,Bruk ,3,Boy,2021
1020,Brysen ,3,Boy,2021
1020,Callahan ,3,Boy,2021
1020,Carl ,3,Boy,2021
1020,Casen ,3,Boy,2021
1020,Caspian ,3,Boy,2021
1020,Cassidy ,3,Boy,2021
1020,Castiel ,3,Boy,2021
1020,Cédric ,3,Boy,2021
1020,Ciaran ,3,Boy,2021
1020,Clarence ,3,Boy,2021
1020,Coleson ,3,Boy,2021
1020,Craig ,3,Boy,2021
1020,Crue ,3,Boy,2021
1020,Cyprian ,3,Boy,2021
1020,Daemon ,3,Boy,2021
1020,Dakota ,3,Boy,2021
1020,Daksh,3,Boy,2021
1020,Darsh,3,Boy,2021
1020,Daya ,3,Boy,2021
1020,Deniz,3,Boy,2021
1020,Dennis ,3,Boy,2021
1020,Dev,3,Boy,2021
1020,Devan ,3,Boy,2021
1020,Dhruv,3,Boy,2021
1020,Dimitri ,3,Boy,2021
1020,Dior ,3,Boy,2021
1020,Dominick ,3,Boy,2021
1020,Dwight ,3,Boy,2021
1020,Ebenezer ,3,Boy,2021
1020,Eddie ,3,Boy,2021
1020,Edgar ,3,Boy,2021
1020,Edmund ,3,Boy,2021
1020,Elian ,3,Boy,2021
1020,Elikai ,3,Boy,2021
1020,Elisha ,3,Boy,2021
1020,Elyas ,3,Boy,2021
1020,Emaan,3,Boy,2021
1020,Emmet ,3,Boy,2021
1020,Emrys ,3,Boy,2021
1020,Enoch ,3,Boy,2021
1020,Ephraim ,3,Boy,2021
1020,Erioluwa ,3,Boy,2021
1020,Ernesto ,3,Boy,2021
1020,Eshaan ,3,Boy,2021
1020,Esrom ,3,Boy,2021
1020,Essa,3,Boy,2021
1020,Everest ,3,Boy,2021
1020,Evren ,3,Boy,2021
1020,Eyoram ,3,Boy,2021
1020,Ezio ,3,Boy,2021
1020,Fitzgerald ,3,Boy,2021
1020,Fox ,3,Boy,2021
1020,Fredrick ,3,Boy,2021
1020,Fritz ,3,Boy,2021
1020,Gareth ,3,Boy,2021
1020,Gian ,3,Boy,2021
1020,Gibson ,3,Boy,2021
1020,Graeme ,3,Boy,2021
1020,Greysen ,3,Boy,2021
1020,Gurjaap ,3,Boy,2021
1020,Gurmaan ,3,Boy,2021
1020,Gurman ,3,Boy,2021
1020,Gurveer ,3,Boy,2021
1020,Gus ,3,Boy,2021
1020,Haris ,3,Boy,2021
1020,Harley ,3,Boy,2021
1020,Harlow ,3,Boy,2021
1020,Hashem ,3,Boy,2021
1020,Hashim ,3,Boy,2021
1020,Hayzen ,3,Boy,2021
1020,Hector ,3,Boy,2021
1020,Hosea ,3,Boy,2021
1020,Hukam ,3,Boy,2021
1020,Humza,3,Boy,2021
1020,Hunar,3,Boy,2021
1020,Huxton ,3,Boy,2021
1020,Huzaifa ,3,Boy,2021
1020,Immanuel ,3,Boy,2021
1020,Irfan ,3,Boy,2021
1020,Ismaeel ,3,Boy,2021
1020,Ismael,3,Boy,2021
1020,Jacobi ,3,Boy,2021
1020,Jaeden,3,Boy,2021
1020,Jahaan ,3,Boy,2021
1020,Jamison ,3,Boy,2021
1020,Jasiah ,3,Boy,2021
1020,Jawad,3,Boy,2021
1020,Jaxen ,3,Boy,2021
1020,Jenson ,3,Boy,2021
1020,Jericho ,3,Boy,2021
1020,Jibreel ,3,Boy,2021
1020,Jidenna ,3,Boy,2021
1020,Jin ,3,Boy,2021
1020,Jiyansh,3,Boy,2021
1020,Joe ,3,Boy,2021
1020,Jose ,3,Boy,2021
1020,Jovan ,3,Boy,2021
1020,Jovian ,3,Boy,2021
1020,Juan ,3,Boy,2021
1020,Kaeden ,3,Boy,2021
1020,Kain ,3,Boy,2021
1020,Kallen ,3,Boy,2021
1020,Kamden ,3,Boy,2021
1020,Kamil ,3,Boy,2021
1020,Karson ,3,Boy,2021
1020,Kason ,3,Boy,2021
1020,Kassian ,3,Boy,2021
1020,Kenai ,3,Boy,2021
1020,Kenji ,3,Boy,2021
1020,Kent ,3,Boy,2021
1020,Kesar ,3,Boy,2021
1020,Khalil ,3,Boy,2021
1020,Kip ,3,Boy,2021
1020,Knoxx ,3,Boy,2021
1020,Kobi ,3,Boy,2021
1020,Koda ,3,Boy,2021
1020,Kody ,3,Boy,2021
1020,Kole ,3,Boy,2021
1020,Kolton ,3,Boy,2021
1020,Kona ,3,Boy,2021
1020,Kosta ,3,Boy,2021
1020,Krishav,3,Boy,2021
1020,Kylen ,3,Boy,2021
1020,Laken ,3,Boy,2021
1020,Lance ,3,Boy,2021
1020,Landyn ,3,Boy,2021
1020,Lawrence ,3,Boy,2021
1020,Leander ,3,Boy,2021
1020,Legend ,3,Boy,2021
1020,Leighton ,3,Boy,2021
1020,Leven ,3,Boy,2021
1020,Levon ,3,Boy,2021
1020,Loïc ,3,Boy,2021
1020,Lou ,3,Boy,2021
1020,Luther ,3,Boy,2021
1020,Lyndon ,3,Boy,2021
1020,Maddex ,3,Boy,2021
1020,Mahyub ,3,Boy,2021
1020,Makbel,3,Boy,2021
1020,Marc ,3,Boy,2021
1020,Mathew ,3,Boy,2021
1020,Maxon ,3,Boy,2021
1020,Mazen ,3,Boy,2021
1020,Mazin ,3,Boy,2021
1020,Micheal ,3,Boy,2021
1020,Michel,3,Boy,2021
1020,Mickey ,3,Boy,2021
1020,Micky ,3,Boy,2021
1020,Mikaal,3,Boy,2021
1020,Mikah ,3,Boy,2021
1020,Mikel ,3,Boy,2021
1020,Mikhail ,3,Boy,2021
1020,Mikkel ,3,Boy,2021
1020,Millen ,3,Boy,2021
1020,Miracle ,3,Boy,2021
1020,Mivaan,3,Boy,2021
1020,Mohib ,3,Boy,2021
1020,Mykah ,3,Boy,2021
1020,Nakoa ,3,Boy,2021
1020,Naod,3,Boy,2021
1020,Nasir ,3,Boy,2021
1020,Nasser,3,Boy,2021
1020,Natnael ,3,Boy,2021
1020,Navraj ,3,Boy,2021
1020,Neev ,3,Boy,2021
1020,Newton ,3,Boy,2021
1020,Nikita,3,Boy,2021
1020,Niklaus,3,Boy,2021
1020,Norman ,3,Boy,2021
1020,North ,3,Boy,2021
1020,Novak ,3,Boy,2021
1020,Oaklan ,3,Boy,2021
1020,Ojas,3,Boy,2021
1020,Oluwademilade ,3,Boy,2021
1020,Oluwaferanmi ,3,Boy,2021
1020,Orin ,3,Boy,2021
1020,Orlando ,3,Boy,2021
1020,Oslo ,3,Boy,2021
1020,Palmer ,3,Boy,2021
1020,Perry ,3,Boy,2021
1020,Peyton ,3,Boy,2021
1020,Pranav,3,Boy,2021
1020,Primo ,3,Boy,2021
1020,Princeton ,3,Boy,2021
1020,Rabab ,3,Boy,2021
1020,Ralph ,3,Boy,2021
1020,Rami,3,Boy,2021
1020,Ramiro ,3,Boy,2021
1020,Ranvir,3,Boy,2021
1020,Raunak,3,Boy,2021
1020,Ray ,3,Boy,2021
1020,Raylan ,3,Boy,2021
1020,Rayne ,3,Boy,2021
1020,Reggie ,3,Boy,2021
1020,Reginald ,3,Boy,2021
1020,Rémi ,3,Boy,2021
1020,Rían ,3,Boy,2021
1020,Ricky ,3,Boy,2021
1020,Riker ,3,Boy,2021
1020,Rip ,3,Boy,2021
1020,Rishaan ,3,Boy,2021
1020,Riyan ,3,Boy,2021
1020,Rodrigo ,3,Boy,2021
1020,Rudra ,3,Boy,2021
1020,Rufael ,3,Boy,2021
1020,Saad ,3,Boy,2021
1020,Sabar ,3,Boy,2021
1020,Sacha ,3,Boy,2021
1020,Safwan ,3,Boy,2021
1020,Sehaj ,3,Boy,2021
1020,Sehraj,3,Boy,2021
1020,Senay,3,Boy,2021
1020,Shahzad,3,Boy,2021
1020,Shepherd ,3,Boy,2021
1020,Shia,3,Boy,2021
1020,Shiloh ,3,Boy,2021
1020,Shivay,3,Boy,2021
1020,Sidney ,3,Boy,2021
1020,Skye ,3,Boy,2021
1020,Stellan ,3,Boy,2021
1020,Steve ,3,Boy,2021
1020,Stirling ,3,Boy,2021
1020,Subhan,3,Boy,2021
1020,Sunny ,3,Boy,2021
1020,Tadhg ,3,Boy,2021
1020,Taimur ,3,Boy,2021
1020,Talon ,3,Boy,2021
1020,Tanush,3,Boy,2021
1020,Tariq ,3,Boy,2021
1020,Taym,3,Boy,2021
1020,Tegbir ,3,Boy,2021
1020,Teghveer ,3,Boy,2021
1020,Tegveer ,3,Boy,2021
1020,Tejas ,3,Boy,2021
1020,Terrance ,3,Boy,2021
1020,Theodor ,3,Boy,2021
1020,Theoren ,3,Boy,2021
1020,Tiberius ,3,Boy,2021
1020,Todd,3,Boy,2021
1020,Townes ,3,Boy,2021
1020,Trae ,3,Boy,2021
1020,Treyson ,3,Boy,2021
1020,Tuff ,3,Boy,2021
1020,Tyrell ,3,Boy,2021
1020,Umar ,3,Boy,2021
1020,Valentino,3,Boy,2021
1020,Vander ,3,Boy,2021
1020,Vaughn ,3,Boy,2021
1020,Vedant ,3,Boy,2021
1020,Viggo ,3,Boy,2021
1020,Viraaj,3,Boy,2021
1020,Walt ,3,Boy,2021
1020,Waylen ,3,Boy,2021
1020,Westen ,3,Boy,2021
1020,Wild ,3,Boy,2021
1020,Wilfred ,3,Boy,2021
1020,Will ,3,Boy,2021
1020,Willie ,3,Boy,2021
1020,Winter ,3,Boy,2021
1020,Woods ,3,Boy,2021
1020,Wynn ,3,Boy,2021
1020,Yadiel ,3,Boy,2021
1020,Yahia,3,Boy,2021
1020,Yaman,3,Boy,2021
1020,Yazan ,3,Boy,2021
1020,Younes ,3,Boy,2021
1020,Yunus ,3,Boy,2021
1020,Yusef ,3,Boy,2021
1020,Zackery ,3,Boy,2021
1020,Zakai,3,Boy,2021
1020,Zein ,3,Boy,2021
1020,Zeus,3,Boy,2021
1020,Ziggy ,3,Boy,2021
1020,Ziyad,3,Boy,2021
1020,Zohaan,3,Boy,2021
1020,Zuriel ,3,Boy,2021
1361,Aahaan ,2,Boy,2021
1361,Aarsh ,2,Boy,2021
1361,Abas ,2,Boy,2021
1361,Abbas ,2,Boy,2021
1361,Abdalla ,2,Boy,2021
1361,Abdishakur ,2,Boy,2021
1361,Abe ,2,Boy,2021
1361,Achilles ,2,Boy,2021
1361,Aditya,2,Boy,2021
1361,Adnan ,2,Boy,2021
1361,Advait,2,Boy,2021
1361,Advik ,2,Boy,2021
1361,Advit ,2,Boy,2021
1361,Aether ,2,Boy,2021
1361,Agamveer ,2,Boy,2021
1361,Ajeet ,2,Boy,2021
1361,Akanna ,2,Boy,2021
1361,Akio ,2,Boy,2021
1361,Alastair ,2,Boy,2021
1361,Aldryn ,2,Boy,2021
1361,Aleksandar,2,Boy,2021
1361,Alessandro ,2,Boy,2021
1361,Alfie ,2,Boy,2021
1361,Alijah ,2,Boy,2021
1361,Allan,2,Boy,2021
1361,Allen ,2,Boy,2021
1361,Aloniab,2,Boy,2021
1361,Alwin ,2,Boy,2021
1361,Alyan ,2,Boy,2021
1361,Amarii ,2,Boy,2021
1361,Amay,2,Boy,2021
1361,Amer ,2,Boy,2021
1361,Amitoj ,2,Boy,2021
1361,Amos ,2,Boy,2021
1361,Anant ,2,Boy,2021
1361,Andrés ,2,Boy,2021
1361,Anish,2,Boy,2021
1361,Anoop ,2,Boy,2021
1361,Ansh,2,Boy,2021
1361,Antoine ,2,Boy,2021
1361,Antwan,2,Boy,2021
1361,Anveer ,2,Boy,2021
1361,Arad ,2,Boy,2021
1361,Araf,2,Boy,2021
1361,Aram,2,Boy,2021
1361,Aras ,2,Boy,2021
1361,Arbaaz ,2,Boy,2021
1361,Arden,2,Boy,2021
1361,Arie ,2,Boy,2021
1361,Arif ,2,Boy,2021
1361,Arish,2,Boy,2021
1361,Aristotle,2,Boy,2021
1361,Armin,2,Boy,2021
1361,Arnav ,2,Boy,2021
1361,Arshan,2,Boy,2021
1361,Arshiv ,2,Boy,2021
1361,Art ,2,Boy,2021
1361,Artem ,2,Boy,2021
1361,Arturo ,2,Boy,2021
1361,Aser,2,Boy,2021
1361,Aslan ,2,Boy,2021
1361,Athan ,2,Boy,2021
1361,Athanasius ,2,Boy,2021
1361,Atharva ,2,Boy,2021
1361,Aubrey ,2,Boy,2021
1361,Aurelio ,2,Boy,2021
1361,Aurelius ,2,Boy,2021
1361,Avik,2,Boy,2021
1361,Avyukt ,2,Boy,2021
1361,Ayaansh,2,Boy,2021
1361,Ayomide ,2,Boy,2021
1361,Ayoub,2,Boy,2021
1361,Azahel ,2,Boy,2021
1361,Azaiah ,2,Boy,2021
1361,Azeem,2,Boy,2021
1361,Baaz ,2,Boy,2021
1361,Baraka ,2,Boy,2021
1361,Barkot ,2,Boy,2021
1361,Barrick ,2,Boy,2021
1361,Bassam ,2,Boy,2021
1361,Bastien ,2,Boy,2021
1361,Baylor ,2,Boy,2021
1361,Beckam ,2,Boy,2021
1361,Bekham ,2,Boy,2021
1361,Benaiah ,2,Boy,2021
1361,Benicio ,2,Boy,2021
1361,Benton ,2,Boy,2021
1361,Bhavtaj ,2,Boy,2021
1361,Bjorn ,2,Boy,2021
1361,Bocar,2,Boy,2021
1361,Booker ,2,Boy,2021
1361,Braeden ,2,Boy,2021
1361,Braun ,2,Boy,2021
1361,Braxten ,2,Boy,2021
1361,Braydon ,2,Boy,2021
1361,Brayson ,2,Boy,2021
1361,Brennan ,2,Boy,2021
1361,Brett ,2,Boy,2021
1361,Brexton ,2,Boy,2021
1361,Briar ,2,Boy,2021
1361,Broden ,2,Boy,2021
1361,Brodyn ,2,Boy,2021
1361,Broly ,2,Boy,2021
1361,Buck ,2,Boy,2021
1361,Caelum ,2,Boy,2021
1361,Cain ,2,Boy,2021
1361,Cairo ,2,Boy,2021
1361,Calder ,2,Boy,2021
1361,Calen ,2,Boy,2021
1361,Calian ,2,Boy,2021
1361,Calihan ,2,Boy,2021
1361,Camille ,2,Boy,2021
1361,Carey ,2,Boy,2021
1361,Carlo,2,Boy,2021
1361,Carlson ,2,Boy,2021
1361,Carver ,2,Boy,2021
1361,Caspar,2,Boy,2021
1361,Cayson ,2,Boy,2021
1361,Chad ,2,Boy,2021
1361,Charlee ,2,Boy,2021
1361,Charley ,2,Boy,2021
1361,Chayce ,2,Boy,2021
1361,Cheikh ,2,Boy,2021
1361,Christophe ,2,Boy,2021
1361,Clarke ,2,Boy,2021
1361,Clément ,2,Boy,2021
1361,Cleo ,2,Boy,2021
1361,Clive ,2,Boy,2021
1361,Collin ,2,Boy,2021
1361,Colsen ,2,Boy,2021
1361,Conan ,2,Boy,2021
1361,Conway ,2,Boy,2021
1361,Corban ,2,Boy,2021
1361,Corbyn ,2,Boy,2021
1361,Corey ,2,Boy,2021
1361,Cory ,2,Boy,2021
1361,Cove ,2,Boy,2021
1361,Coy ,2,Boy,2021
1361,Cress ,2,Boy,2021
1361,Cristian ,2,Boy,2021
1361,Cristoff,2,Boy,2021
1361,D'Andre ,2,Boy,2021
1361,Daberi ,2,Boy,2021
1361,Daelyn ,2,Boy,2021
1361,Danilo ,2,Boy,2021
1361,Danté ,2,Boy,2021
1361,Darcy ,2,Boy,2021
1361,Darian ,2,Boy,2021
1361,Dario,2,Boy,2021
1361,Darwin ,2,Boy,2021
1361,Daryan ,2,Boy,2021
1361,Dave ,2,Boy,2021
1361,Davian ,2,Boy,2021
1361,Dawsyn ,2,Boy,2021
1361,Daylen ,2,Boy,2021
1361,Daylon ,2,Boy,2021
1361,Deandre ,2,Boy,2021
1361,Decker ,2,Boy,2021
1361,Deion ,2,Boy,2021
1361,Dekker ,2,Boy,2021
1361,Demilade ,2,Boy,2021
1361,Dempsey ,2,Boy,2021
1361,Deshawn ,2,Boy,2021
1361,Desire ,2,Boy,2021
1361,Dexton ,2,Boy,2021
1361,Dhairya,2,Boy,2021
1361,Dhyan ,2,Boy,2021
1361,Dilawar ,2,Boy,2021
1361,Dillon ,2,Boy,2021
1361,Dilshaan ,2,Boy,2021
1361,Dilshan ,2,Boy,2021
1361,Divjot ,2,Boy,2021
1361,Dmitri ,2,Boy,2021
1361,Donald ,2,Boy,2021
1361,Draeson ,2,Boy,2021
1361,Drayden ,2,Boy,2021
1361,Drayson,2,Boy,2021
1361,Duresa ,2,Boy,2021
1361,Eagan ,2,Boy,2021
1361,Ebrahim,2,Boy,2021
1361,Echo ,2,Boy,2021
1361,Eduardo ,2,Boy,2021
1361,Eiden ,2,Boy,2021
1361,Ekambir,2,Boy,2021
1361,Elan,2,Boy,2021
1361,Eliab ,2,Boy,2021
1361,Eliel ,2,Boy,2021
1361,Eliott ,2,Boy,2021
1361,Elnathan ,2,Boy,2021
1361,Elton ,2,Boy,2021
1361,Elvin,2,Boy,2021
1361,Elwood ,2,Boy,2021
1361,Emanuel ,2,Boy,2021
1361,Ember ,2,Boy,2021
1361,Emersyn ,2,Boy,2021
1361,Emir ,2,Boy,2021
1361,Ender ,2,Boy,2021
1361,Eoghan ,2,Boy,2021
1361,Eoin ,2,Boy,2021
1361,Eon ,2,Boy,2021
1361,Eren ,2,Boy,2021
1361,Ermias ,2,Boy,2021
1361,Essah ,2,Boy,2021
1361,Etienne,2,Boy,2021
1361,Euan ,2,Boy,2021
1361,Eugene ,2,Boy,2021
1361,Even,2,Boy,2021
1361,Everhett ,2,Boy,2021
1361,Ezaan ,2,Boy,2021
1361,Fadel,2,Boy,2021
1361,Fadil ,2,Boy,2021
1361,Faraja ,2,Boy,2021
1361,Farid,2,Boy,2021
1361,Fatehvir ,2,Boy,2021
1361,Federico ,2,Boy,2021
1361,Felipe ,2,Boy,2021
1361,Fernando,2,Boy,2021
1361,Finnick ,2,Boy,2021
1361,Firaol ,2,Boy,2021
1361,Franco,2,Boy,2021
1361,Franz ,2,Boy,2021
1361,Fred ,2,Boy,2021
1361,Freddie ,2,Boy,2021
1361,Frederic ,2,Boy,2021
1361,Fredrik ,2,Boy,2021
1361,Gabe ,2,Boy,2021
1361,Ganeev ,2,Boy,2021
1361,Garth ,2,Boy,2021
1361,Genesis,2,Boy,2021
1361,Geralt ,2,Boy,2021
1361,Giuseppe ,2,Boy,2021
1361,Godwin ,2,Boy,2021
1361,Gordie ,2,Boy,2021
1361,Gunraj ,2,Boy,2021
1361,Gurbaaj ,2,Boy,2021
1361,Gurdarshan ,2,Boy,2021
1361,Gurjap ,2,Boy,2021
1361,Gurjazz ,2,Boy,2021
1361,Gurnadar,2,Boy,2021
1361,Gurnoor ,2,Boy,2021
1361,Gursahib ,2,Boy,2021
1361,Gursehaj ,2,Boy,2021
1361,Gurwaris ,2,Boy,2021
1361,Haden,2,Boy,2021
1361,Haiden ,2,Boy,2021
1361,Haider ,2,Boy,2021
1361,Hakam ,2,Boy,2021
1361,Hakeem ,2,Boy,2021
1361,Halen ,2,Boy,2021
1361,Halston ,2,Boy,2021
1361,Hamilton ,2,Boy,2021
1361,Hans ,2,Boy,2021
1361,Hari ,2,Boy,2021
1361,Harlen ,2,Boy,2021
1361,Harnav ,2,Boy,2021
1361,Haroun,2,Boy,2021
1361,Harshiv,2,Boy,2021
1361,Hartaj ,2,Boy,2021
1361,Harvin ,2,Boy,2021
1361,Hasnain,2,Boy,2021
1361,Hatem,2,Boy,2021
1361,Hawkins ,2,Boy,2021
1361,Hawksley ,2,Boy,2021
1361,Haze ,2,Boy,2021
1361,Henley ,2,Boy,2021
1361,Henny ,2,Boy,2021
1361,Henon ,2,Boy,2021
1361,Henos ,2,Boy,2021
